title,author,average_rating,rating_number,description,images,categories,parent_asin
David Busch's Canon EOS Rebel T6/1300D Guide to Digital SLR Photography (The David Busch Camera Guide Series),"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/b2q06ojeq4g06j52rvgfgtou8s._SY600_.jpg', 'name': 'David D. Busch', 'about': [""With nearly 3 million books in print, David D. Busch is the world's #1 selling author of camera-specific guidebooks, and the originator of popular series like David Busch's Pro Secrets, David Busch's Compact Field Guides, David Busch's Guides to Digital SLR Photography, and David Busch's Quick Snap Guides."", 'Most of his hugely successful books for Nikon, Canon, Sony, Pentax, Olympus, and Panasonic digital cameras are the top-selling guidebooks for their respective camera models. His advice has been featured on NPR\'s ""All Tech Considered.""', ""Busch's dozens of other books devoted to digital photography include David Busch's Digital Infrared Pro Secrets and Mastering Digital SLR Photography. As a roving photojournalist for more than 20 years, he has illustrated his books, magazine articles, and newspaper reports with award-winning images. Busch has operated his own commercial studio, suffocated in formal dress while shooting weddings-for-hire, and shot sports for a daily newspaper and upstate New York college. His photographs and articles have been published in magazines as diverse as PhotoGraphic, Popular Photography &amp; Imaging, The Rangefinder, The Professional Photographer, and hundreds of other publications. He's also reviewed digital cameras for CNet Networks and Computer Shopper."", ""As a writer, photographer, and contributing editor for ten magazines, he has more than 130 books and 2500 articles to his credit. A PR consultant for Eastman Kodak Company's photography divisions for nearly 20 years, Busch has published photography articles under his by-line in Popular Photography &amp; Imaging, PhotoGraphic, The Rangefinder, The Professional Photographer and other photo magazines. His photos have appeared on the covers of magazines, and in both print and television advertising."", 'The graduate of Kent State University operated his own photo studio and was a principal in CCS/PR, Inc., one of the largest public relations firms based in San Diego, working on press conferences, press kits, media tours, and sponsored photo trade magazine articles. In addition to Kodak, CCS photography clients included Hewlett-Packard. He sold his interest in CCS in 1992 to become a full-time author, photographer, and reporter.', 'Since then, Busch has become one of the leading photojournalist/authors in the United States. He has had as many as five books appear simultaneously in the Amazon.com Top 25 Digital Photography Books, and when Michael Carr of About.com named the top five digital photography books for beginners, the #1 and #2 choices were his Digital Photography All-in-One Desk Reference for Dummies and Mastering Digital Photography. Several of his digital imaging books have sold in excess of 50,000 copies.', ""Busch was a featured guest speaking on digital photography on Toronto's Breakfast Television show in 2005, was the keynote speaker at the Dayton Computerfest, and has been a call-in guest for 22 different radio shows nationally and in major markets, including WTOP-AM (Washington), KYW-AM (Philadelphia), USA Network (Daybreak USA), WPHM-AM (Detroit), KMJE-FM (Sacramento), CJAD-AM (Montreal), WBIX-AM (Boston), ABC Radio Network (Jonathan &amp; Mary Show)."", 'His work has been translated into Arabic, Spanish, Chinese, Japanese, Portuguese, Bulgarian, German, Italian, French, and other languages. his web site is http://www.dbusch.com.']}",4.6,111,"['About the Author', 'With more than two million books in print,', 'David D. Busch', 'is the world’s #1 best-selling camera guide author, with more than 100 guidebooks for Nikon, Canon, Sony, Olympus, Pentax, and Panasonic cameras, and many popular books devoted to digital photography and imaging techniques. His best-sellers include', 'Digital SLR Cameras and Photography for Dummies', ', which has sold more than 300,000 copies in five editions, and', 'Mastering Digital SLR Photography', ', now in its Fourth Edition. The graduate of Kent State University is a former newspaper reporter/photographer, and operated his own commercial photo studio, shooting sports, weddings, portraits, fashion, architecture, product photography, and travel images. For 22 years he was a principal in CCS/PR, Inc., one of the largest public relations/marketing firms based in San Diego, working on press conferences, press kits, media tours, and sponsored photo trade magazine articles for Eastman Kodak Company and other imaging companies. His 2500 articles and accompanying photos have appeared inside and on the covers of hundreds of magazines, including', 'Popular Photography, Rangefinder', ', and', 'Professional Photographer', '. For the last decade, Busch has devoted much of his time to sharing his photographic expertise, both in publications, and in seminar/workshops he hosts at the Cleveland Photographic Society School of Photography. He has been a call-in guest for 21 different radio shows nationally and in major markets, including WTOP-AM (Washington), KYW-AM (Philadelphia), USA Network (Daybreak USA), WPHM-AM (Detroit), KMJE-FM (Sacramento), CJAD-AM (Montreal), WBIX-AM (Boston), ABC Radio Network (Jonathan & Mary Show). He’s also been a call-in guest for one Canadian television show, and appeared live on', 'Breakfast Television', 'in Toronto, the Today Show of the Great White North. With a total of more than 200 books to his credit, Busch has had as many as five books appear simultaneously in the Amazon.com Top 25 Digital Photography Books, and when Michael Carr of About.com named the top five digital photography books for beginners, the initial #1 and #2 choices were Busch’s', 'Digital Photography All-in-One Desk Reference for Dummies', 'and', 'Mastering Digital Photography', '. His work has been translated into Arabic, Spanish, Chinese, Japanese, Portuguese, Bulgarian, German, Italian, French, and other languages. Busch’s Web portal is www.dslrguides.com']","[{'large': 'https://m.media-amazon.com/images/I/51eEpE3LZOL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Arts & Photography'],168198170X
How to Open & Operate a Financially Successful Web-Based Business: With Companion CD-ROM,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Beth Williams', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",3.0,11,[],"[{'large': 'https://m.media-amazon.com/images/I/41HZfdqCgkL._SX331_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Business & Money'],1601381182
"Beyond Success: Building a Personal, Financial, and Philanthropic Legacy","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Randall J. Ottinger', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",5.0,7,"['From the Publisher', 'Randall J. Ottinger', ""has been a leader in business, social entrepreneurship, and philanthropy for over 25 years. He is a former high-tech executive and a past Senior Vice President for Bank of America in its Private Bank, where he was involved in their family office initiatives. Mr. Ottinger is the founder of LMR Advisors, a wealth and philanthropy consulting firm, where he advises wealthy clients and financial firms on best wealth, philanthropy, and legacy practices. He is also an active member of Young President's Organization, Advisors In Philanthropy, and Social Venture Partners, as well as a graduate of Cornell University and Harvard Business School."", 'From the Back Cover', 'How can you build a lasting legacy?', 'The journey begins with', 'Beyond Success.', ""“More than any other book on the intersection of wealth, family, charity, and personal fulfillment, Randy Ottinger's"", 'Beyond Success', ""convincingly illuminates the challenges faced by all who struggle with how best to transform their material success into lives that will bring personal fulfillment to themselves, their families, and their heirs, as well as benefit to the wider world around them. It provides an entirely new framework for thinking about how, at the prime critical junctions over a wealth-generator's lifetime, he or she can confidently deal with those challenges in ways that bring lasting satisfaction."", '“In lucid and highly readable prose, informed by the wisdom and experiences of hundreds of real-life individuals, the names of many of whom are widely known, Ottinger has succeeded in producing the best available how-to-do-it playbook for those with any substantial amount of wealth who are grappling with some of the toughest questions anyone ever faces-how and how much to allocate to themselves, their spouses, and their children, as well as how, how much, and how best to devote to efforts that benefit society at large. This book proves that difficult challenges do not require complicated, complex, difficult-to-read manuals, but can be resolved by fresh, clear-headed, evidence-based ideas communicated in the simplest language. I recommend it with great enthusiasm.”-Joel L. Fleishman, author of', 'The Foundation: A Great American Secret-How Private Wealth Is Changing the World', ', and Professor of Law and Public Policy, Duke University', 'About the Author', 'Randall J. Ottinger', ""has been a leader in business, social entrepreneurship, and philanthropy for over 25 years. He is a former high-tech executive and a past Senior Vice President for Bank of America in its Private Bank, where he was involved in their family office initiatives. Mr. Ottinger is the founder of LMR Advisors, a wealth and philanthropy consulting firm, where he advises wealthy clients and financial firms on best wealth, philanthropy, and legacy practices. He is also an active member of Young President's Organization, Advisors In Philanthropy, and Social Venture Partners, as well as a graduate of Cornell University and Harvard Business School."", 'Read more']","[{'large': 'https://m.media-amazon.com/images/I/41zh5IfvpML._SX336_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0071496769
Beatles in Their Own Words,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Barry Miles', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.0,89,[],"[{'large': 'https://m.media-amazon.com/images/I/51+4hHWgI-L._SX350_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0825639255
The Soaring Pilot's Manual,,4.5,50,"['About the Author', ""Ken Stewart started gliding in 1972 and by 1976 held an Instructor's Rating.\xa0 In 1982 he became National Coach to the British Gliding Association, a post he held for six years before becoming an airline pilot.\xa0 As National Coach he was involved in all aspects of the sport, including the training of instructors, and cross-country and competition training.\xa0 He is the holder of the FAI Diamond Badge.""]","[{'large': 'https://m.media-amazon.com/images/I/41VPikm4C8L._SX447_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1847970443
Novi V-8 Indy Cars 1941-1965,"{'avatar': 'https://m.media-amazon.com/images/I/91tTL230MTL._SY600_.jpg', 'name': 'Karl Ludvigsen', 'about': ['Biographical Background', 'Karl Ludvigsen', ""In addition to his motor industry activities as an executive (with GM, Fiat and Ford) and head of a consulting company, Karl Ludvigsen has been active for over 50 years as an author and historian. As an author, co-author or editor he has some four dozen books to his credit. Needless to say, they are all about cars and the motor industry, Karl's life-long passion."", ""Since 1997 Ludvigsen has been drawing on the photographic resources of the Ludvigsen Library to write and illustrate books on the great racing drivers. His first title in this series was Stirling Moss ' Racing with the Maestro. He followed this with Jackie Stewart ' Triple-Crowned King of Speed and Juan Manuel Fangio ' Motor Racing's Grand Master. Fourth in this series for Haynes Publishing was Dan Gurney ' The Ultimate Racer and fifth was Alberto Ascari ' Ferrari's First Double Champion. Next came Bruce McLaren ' Life and Legend of Excellence and Emerson Fittipaldi ' Heart of a Racer."", ""Also in the field of motor sports Karl Ludvigsen has written about road racing in America, the cars of the Can-Am series, the AAR Eagle racing cars, the GT40 Fords and Prime Movers, the story of Britain's Ilmor Engineering. His introduction to At Speed, a book of Jesse Alexander's racing photography, won the Ken W. Purdy Award for Excellence in Automotive Journalism. Other motors-sports titles include Classic Grand Prix Cars, a history of the front-engined G.P. racer, and Classic Racing Engines, Karl's personal selection of 50 notable power units."", ""Four of Karl Ludvigsen's books concern the Chevrolet Corvette, one of them an industry best-seller. He has written three times about Mercedes-Benz, twice about its racing cars. His books on the latter subject have won the Montagu Trophy (once) and the Nicholas-Joseph Cugnot Award (twice), both recognising outstanding automotive historical writing. In 2001 he again received the Cugnot award from the Society of Automotive Historians for his book about the early years of the Volkswagen, Battle for the Beetle, a Robert Bentley publication."", ""Karl Ludvigsen's Porsche history, Excellence was Expected, is considered by many to be a model of the researching and writing of the history of an auto company. He has updated it twice in a three-volume format for Bentley Publishers for the new Millennium. He is the author of a series of monographs on great Maserati cars. His book BRM V16 for Veloce Publishing tells the story of one of the most controversial racing cars of all time. In The V12 Engine for Haynes he describes the creation and consequences of all the cars ever powered by the iconic vee-twelves."", ""In 1997 Ludvigsen researched and wrote the catalogue for a special exhibition of Ferrari technological innovations on the occasion of the company's 50th anniversary and contributed a major section to the company's official 50-year history. He has updated this for the company's 60th anniversary. Karl's understanding of the Ferrari world combined with his Library's holding of the Rodolfo Mailander photo archive to produce Ferrari by Mailander in 2005, a Dalton Watson publication. In 2006 with Dalton Watson Karl has published The Incredible Blitzen Benz, the story of six great record-breaking cars."", ""In co-operation with publisher Iconografix, Ludvigsen has established the Ludvigsen Library Series of 128-page books drawing on the holdings of the Ludvigsen Library. The series now numbers 19 titles, including books on Indy racing cars of 1911 to 1939, the 1940s, 1950s, 1960s and 1970s, the Indy Novis, Chevrolet's Corvair and Corvette, the Mercedes-Benz 300SL of 1952 and 1954-1964, the 300SLR of 1955, Porsche Spyders, Porsche 917, Jaguar XK120, XK140 and XK150, Land Rover Defender the Ferrari factory and American sports-racers: the Cunninghams, Chaparrals and Can-Am racing cars. More titles are in preparation."", 'Status: December 2006']}",4.2,11,"['About the Author', 'Karl Ludvigsen has a distinguished record of accomplishment at senior levels throughout the worldwide motor industry. He has received wide recognition for his work as an editor, journalist, historian and author. Not only has he been employed at senior levels with Ford of Europe, Fiat North America, and General Motors, but he has also been involved in editorial roles with Motor Trend magazine, Auto Age, and Sports Car Illustrated and Car and Driver. Ludvigsen is in demand from the press of North America and Europe as a source of information on industry trends, and he is a frequent speaker at conferences. Currently, Ludvigsen acts as Chairman of Ludvigsen Associates Limited (a consulting company), Managing Director of Euromotor Reports Limited and Director of Ludvigsen Library Limited.']","[{'large': 'https://m.media-amazon.com/images/I/51TpSQNpP9L._SY403_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1583880372
Redhook: A Microbrew Success Story,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Peter J. Krebs', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.1,7,"['From Kirkus Reviews', ""A diverting history of the makers of Redhookmerry pranksters of the brewing businessmildly tainted by Seattleite Krebs's idolatrous tone. From a tumbledown converted transmission shop in Ballard, Wash., came Redhook Ale, an offbeat craft beer that was to the brewing business what Starbucks was to coffee: a blast of fresh air, loaded with character and flavor. And little wonder, as both were the brainchild of Gordon Bowkerin Redhook's case, along with Paul Shipman and the whole brew house cast. Red hook cultivated an eccentric image as the maker of an eccentric product, an ale that reviewers at first described as tasting ``like bananas.'' The wild northwest yeast gave it distinction, claimed Redhooks makers; it was the Belgian style they were really after, they claimed. Actually, the yeast was contaminated, but by then they had a following, so why announce their continuous tinkering? Still, tinker they did, finally getting the yeast right with a chemists help, and also going public, the first microb rewer to do so, with a stock offering that shot skyward. The microbrew market has since bottomed out, and Redhook's bohemian image has been tarnished by expansion that robbed it of its handcrafted cachet. Krebs complements the Redhook story with lots of e ntertaining craft brew tidbits (what puts the steam in Anchor, when is a bottom-fermenting beer an ale), but he also creates a godlike aura around both Bowker and Shipman, as if no one else ever had a good idea when it came to fashioning authentic local p roducts that educated the American palate. The early years make the story herea time when food and drink were in as much ferment as Redhook's bitterand Krebs does tell the story with flair. (20 b&w photos, not seen) --"", 'Copyright ©1998, Kirkus Ass ociates, LP. All rights reserved.', 'Review', '""A surprisingly candid, revealing, and informative inside story from the decade\'s hottest little industry. I have known the two principal characters for almost twenty years, and helped inspire their dream, but I now have a far better understanding of their business triumphs and calamities."" --', 'Michael Jackson, author of ULTIMATE BEER']","[{'large': 'https://m.media-amazon.com/images/I/51zxwNrifjL._SX331_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['History'],1568581068
Out of Sheer Rage: Wrestling with D. H. Lawrence,"{'avatar': 'https://m.media-amazon.com/images/I/41wwPB5hZdL._SY600_.jpg', 'name': 'Geoff Dyer', 'about': [""Geoff Dyer is the author of four novels and six other nonfiction books, including But Beautiful, which was awarded the Somerset Maugham Prize, and Out of Sheer Rage, which was a National Book Critics Circle Award finalist. The winner of a Lannan Literary Award, the International Centre of Photography's 2006 Infinity Award for writing on photography, and the American Academy of Arts and Letters' E. M. Forster Award, Dyer is a regular contributor to many publications in the US and UK. He lives in London. For more information visit Geoff Dyer's official website: www.geoffdyer.com""]}",4.2,243,"['Review', '“The funniest book I have ever read.” ―', 'Steve Martin', '“Painfully funny . . . sheer pleasure.” ―', 'David Lodge, The Times (London)', '“An intriguing, magnetic, genre-rattling book.” ―', 'The Sunday Times (London)', '“Marvelous . . . a glorious truant from study . . . gives a better picture of Lawrence than any biography I know.” ―', 'James Wood, The Guardian (UK)', '“Funny and self-laceratingly candid but with a nice Nabokovian spin on the fatal and irresistable allure of procrastination.” ―', 'William Boyd, Books of the Year, The Spectator (UK)', '“Dizzying fun . . . Dyer is several kinds of good writer.” ―', 'David Kipen, San Francisco Chronicle', '“The kind of book that gives literary criticism a bad name. Hilarious!” ―', 'John Berger', 'About the Author', 'Geoff Dyer', 'is the award-winning author of many books, including', 'Out of Sheer Rage', ',', 'Yoga for People Who Can’t Be Bothered to Do It', ',', 'Zona', ',', 'See / Saw', ',', 'and the essay collection', 'Otherwise Known as the Human Condition', '(winner of a National Book Critics Circle Award for criticism). A fellow of the Royal Society of Literature and a member of the American Academy of Arts and Sciences, Dyer lives in Los Angeles, where he is writer-in-residence at the University of Southern California. His books have been translated into twenty-four languages.']","[{'large': 'https://m.media-amazon.com/images/I/41l--CdELtL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],0312429460
"Polly and the Shadow Goblin: Book 2, Mother of Witches",,4.0,1,[],"[{'large': 'https://m.media-amazon.com/images/I/41PovGnPKtL._SX331_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],1493183265
The Knowledge-Value Revolution or a History of the Future,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Taichi Sakaiya', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",5.0,3,"['From Library Journal', 'Soar with Sakaiya on a dizzying journey with this prophetic view of the future. His latest work (he has written 30 books) has already sold over 500,000 copies in Japan and should be successful in this English edition. Sakaiya easily transcends other works in this genre, such as Alvin Toffler\'s The Third Wave ( LJ 4/1/80) or Daniel Bell\'s The Coming of Post-Industrial Society ( LJ 7/73), as he describes a future knowledge-value society. Knowledge-value is ""the price of and the value created by wisdom, and the worth, or price a society gives to that wisdom."" Massive changes will characterize this brave new world, and Sakaiya describes the three main ""disrupters"" as technological advances, population shifts, and dwindling resources. His review of history and broad-brushed approach without footnotes may frustrate some. This is sure to be in demand by CEOs and futurist thinkers and is strongly recommended for most libraries.', '- Dale Farris, Groves, Tex.', 'Copyright 1991 Reed Business Information, Inc.', 'From Kirkus Reviews', ""Millennial murk that, under the title Chika Kakumei, was a 1985 best-seller in Japan. A former official at his homeland's redoubtable Ministry of International Trade and Industry, Sakaiya prophesies a brave new postindustrial world in which leisure time and wisdom abound but material as well as human resources are in short supply. In the Arcadian environment he envisions, the mass-produced manufactures that underpin modern consumer societies will yield to goods that somehow combine utility with the equivalent of intelligence and distinctively personal appeal. Unfortunately, the author is decidedly vague as to what constitutes a so-called knowledge-value product, making it almost impossible to gain more than an impression of what the near- and longer-term future might hold--if his predictions come true. Paradoxically, perhaps, Sakaiya's projections are based on notably specific conclusions drawn from selective surveys of Middle Eastern, Oriental, and Western civilizations. The author espouses cyclical theory to the extent that he dwells on instances from the past illustrating how conspicuous consumption gave way to thrift, and materialism to spiritual values. In like vein, Sakaiya makes a persuasive case for the proposition that art and fashion are harbingers of marketplace trends. Of particular interest to US readers who bear with the author's discontinuous critique is his conviction that America's open society is better equipped than that of conformist Japan to capitalize on New Age economics. Be that as it may, Sakaiya's musings are too mystical and mystifying to provide a decent return on any time invested trying to make sense of them. --"", 'Copyright ©1991, Kirkus Associates, LP. All rights reserved.']","[{'large': 'https://m.media-amazon.com/images/I/5163Z4J062L._SX308_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Politics & Social Sciences'],0870119427
Sunrise Highway (Lourdes Robles Novels Book 2),"{'avatar': 'https://m.media-amazon.com/images/I/61MRnoI7inL._SY600_.jpg', 'name': 'Peter Blauner', 'about': [""Peter Blauner is the author of eight novels, including SLOW MOTION RIOT, winner of an Edgar Allan Poe award for best first novel from Mystery Writers of America, and THE INTRUDER, a New York Times bestseller. He began his career as a journalist for New York magazine in the 1980s - covering crime, politics, and other kinds of bad behavior - and segued into writing fiction in the 1990s. His short fiction has been anthologized in BEST AMERICAN MYSTERY STORIES and on NPR's SELECTED SHORTS FROM SYMPHONY SPACE. In recent years, he has also written for several television shows, including Law &amp; Order: SVU and the CBS series, Blue Bloods. His newest novel is SUNRISE HIGHWAY, published in September 2018, by Minotaur/St. Martin’s Press. He lives in Brooklyn, N.Y. with his wife, author Peg Tyre.""]}",3.9,183,"['Review', '""Peter Blauner has created one of the most memorable psychopaths since Hannibal Lecter."" -', 'Washington Post', '""What James Ellroy did to L.A.\xa0in \'L.A. Confidential,\' Peter Blauner does to L.I. in his new thriller, ""Sunrise Highway.""...A\xa0master class in how to write a thriller."" -', 'Newsday', '""Excellent...A page-turner of the highest order."" -', 'Publishers Weekly (Starred Review)', '""The prose is economical and precise, the setting well drawn and the characters real enough to give you a chill the next time you cruise past a police car."" -', 'Associated Press', '""Blauner excels with strong, realistic characters, believable police work, and smart, propulsive dialogue. A highly readable and unnervingly close-to-home view of power in the service of evil.""-', 'Kirkus Reviews (Starred Review)', '""Nifty...Blauner keeps a tight focus on his regional setting."" -', 'New York Times Book Review', '--This text refers to an out of print or unavailable edition of this title.', 'About the Author', 'PETER BLAUNER is an Edgar-winning,', 'New York Times', 'bestselling author of several novels, including', 'Slow Motion Riot', 'and', 'The Intruder', '.', 'He is currently the co-executive producer of the CBS show,', 'Blue Bloods', '.', 'Proving Ground', 'is his first novel in ten years.', '--This text refers to an out of print or unavailable edition of this title.']","[{'large': 'https://m.media-amazon.com/images/I/517tfCvWIJL.jpg', 'variant': 'MAIN'}]","['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",B079DWJ4NH
Steck-Vaughn GED: Test Prep 2014 GED Social Studies Spanish Student Workbook (Spanish Edition),,4.7,207,[],"[{'large': 'https://m.media-amazon.com/images/I/516qx5C4WlL._SX397_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0544301358
Child Of The King A Journey of Hope Book 1: Earthly Story With A Heavenly Message,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'K. G. Ingram', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.8,51,[],"[{'large': 'https://m.media-amazon.com/images/I/41VFCieXOcL._SX322_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],B0BNTXTJFD
A Trip Around the World: A Pieced & Applique Quilt featuring easy machine-sewing techniques,,5.0,1,[],"[{'large': 'https://m.media-amazon.com/images/I/01RmK+J4pJL._BO1,204,203,200_.gif', 'variant': 'MAIN'}]","['Crafts, Hobbies & Home']",B00164FO64
Coffee Cup Cozies (Christmas Crochet Book 1),"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/9bg7rsf8o6qp7n8b69ko73dmjk._SY600_.jpg', 'name': 'Vicki Becker', 'about': ['Vicki Becker is an avid needlework enthusiast who loves everything arts and crafts! Mrs. Becker shares her knowledge and experience through her books and videos with patterns and tutorials for crochet, knitting, hand embroidery, and quilting. Vicki also enjoys making puzzle books, journals, and coloring books. She creates digital art, illustrations, and mixed media art for the designs in her books.', 'Vicki lives in Florida with her husband, two cats, and a dog. Her hobbies include all forms of needlework, photography, digital art, cooking, camping, and gardening.']}",4.4,54,[],"[{'large': 'https://m.media-amazon.com/images/I/51Rq8o7JkvL.jpg', 'variant': 'MAIN'}]","['Crafts, Hobbies & Home']",B00H7JPESU
One September Morning,"{'avatar': 'https://m.media-amazon.com/images/I/61W90FMZoLL._SY600_.jpg', 'name': 'Rosalind Noonan', 'about': ['ROSALIND NOONAN is a New York Times and USA Today bestselling author published by Kensington Books and Crooked Lane. Her most recent publications include PRETTY, NASTY, LOVELY, AND THEN SHE WAS GONE, and WHERE THE LOST GIRLS GO. In 2015 her Christmas chicklit novel CHARMING CHRISTMAS was made into a movie that aired on the Hallmark channel.', ""Noonan grew up in suburban Maryland on the outskirts of Washington, D.C. After graduating from Wagner College in Staten Island, she remained in New York City where she was an editor at one of the country's leading book publishing houses. Noonan currently lives in the Pacific Northwest with her husband, a retired police detective, and two children. Although she sometimes misses the rapid pulse of New York City, she enjoys writing in the shade of towering two-hundred year old Douglas fir trees. Visit RosalindNoonanBooks.com for more information.""]}",4.1,95,"['From Publishers Weekly', ""Noonan's timely debut tells the Pat Tillmanesque tale of a football star turned soldier gunned down in Iraq by friendly fire. Abby, John Stanton's widowed wife, wants answers from the tight-lipped military who insist John was killed by an insurgent, and John's parents want him lauded in a hero's burial in Arlington cemetery. Meanwhile, the real killer, a psychopath in John's battalion, comes home and wants to take over John's once-charmed life. Written with great insight into military families and the constant struggle between supporting the troops but not the war, Noonan delivers a fast-paced, character-driven tale with a touch of mystery. Her only misstep is revealing the killer's identity too early—a forgivable sin in this otherwise respectable drama."", '(Jan.)', 'Copyright © Reed Business Information, a division of Reed Elsevier Inc. All rights reserved.', 'From', 'Booklist', 'Being the wife of a soldier is not how Abby\xa0expected her life to turn out. Her husband, John,\xa0was a star football player from Rutgers playing with the Seattle Seahawks when he decided to join the army à la Pat Tillman.\xa0September 11 deeply impacted John, and now Abby is alone in Fort Lewis, Washington, studying for a master’s degree in psychology.\xa0She is stunned when she learns of John’s death. As\xa0her mother-in-law\xa0plans a lavish hero’s funeral, Abby, haunted by visions of John, struggles to deal with the tragedy only to be stymied by the lack of cooperation from the army. Flint, a college friend who is now a reporter embedded with the troops, tells Abby\xa0that John’s demise may have been set up by a member of his platoon who has set his sights on Abby and John’s family. Noonan creates a unique thriller that is anti–Iraq War and\xa0pro-soldier, a novel that\xa0focuses on the toll war takes on\xa0returning soldiers and civilians whose loved ones won’t be coming home. --Patty Engelmann', 'About the Author', 'Rosalind Noonan', 'is a', 'New York Times', 'bestselling fiction author and graduate of Wagner College. She lives with her family in the Pacific Northwest, where she writes in the shade of some towering two-hundred-year-old Douglas fir trees.', 'Read more']","[{'large': 'https://m.media-amazon.com/images/I/4136PYqR+GL._SY344_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]","['Literature & Fiction', 'Genre Fiction']",0758209290
Classic Football Art: Originally Published in 19th Century Newspapers: Hundreds of Illustrations from the Dawn of the Great American Game (The Lost Century of Sports Collection),"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'The Lost Century of Sports Collection', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.7,4,"['About the Author', 'The Lost Century of Sports Collection', 'publishes time capsules from the birth of American sports in the 19th century.', 'Football books in', 'The Lost Century of Sports Collection', 'are:', '1. The Lost Century of American Football: Reports from the Birth of a Game, 1801-1900', '2. The American Football Trilogy: The Founding Documents of the Gridiron Game, Written by 3 Hall of Fame Coaches and the Man Who Invented the Flying Wedge', '3. Classic Football Art: Hundreds of Illustrations Originally Published in 19th Century Newspapers', '4. The First Crusade Against Football: Injuries, Brutality and Death in American Football from Bloody Monday to the Flying Wedge: Media Reports from 1827 to 1898', '5. The First Decade of College Football: Published Reports of American Football, 1869-1879', '6. Walter Camp in Print: A Portfolio of Rare Articles by the First Football Coach and Father of the American Game, 1884-1894', '7. Football Linemen: The Center, Tackle & Ends, 1891-1893', 'Other books in', 'The Lost Century of Sport Collection', 'include:', ""8. Daughters of the Lost Century: The Playful Pioneers of American Women's Sports & Fitness, 1849-1909"", ""9. The First Decade of Women's Basketball: A Time Capsule of Media Reports from the Dawn of the Game, 1892-1905"", '10. The Mysterious Birth of the Curve Ball and the Art of Pitching: Media Reports from 1869 to 1921', '11. A Gallery of Dogs in the 19th Century', '12. The White House Billiard Table Scandal: Excerpts of American Political Discourse during the era of Andrew Jackson and John Quincy Adams (ebook)']","[{'large': 'https://m.media-amazon.com/images/I/51juBBvfbBL._SX384_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1477401423
You Will Never Be Him,"{'avatar': 'https://m.media-amazon.com/images/I/818p7KJ4D+L._SY600_.jpg', 'name': 'K. Lee Schwartz', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.9,17,"['About the Author', ""K. Lee Schwartz was born, raised, and still resides in North Texas. She and her husband stay busy raising their two children. She's had a unique collection of jobs and hobbies including birth doula, photographer, professional body piercer, and now author.""]","[{'large': 'https://m.media-amazon.com/images/I/51RM9mkZjXL._SX322_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Romance'],1981138609
